DATE,Open,High,Low,Close,PREVIOUS DAY,VOLUME,POSITIVE TWEETS,NEGATIVE TWEETS,sentiments
32316,11.4,11.5,11.35,11.4,11.4,11700000,22,25,-1
32416,11.35,11.5,11.35,11.45,11.4,9230000,43,8,1
32516,11.4,11.75,11.4,11.55,11.45,10600000,30,48,-1
32616,11.65,11.75,11.55,11.65,11.55,6330000,34,12,1
32716,11.7,11.8,11.55,11.65,11.65,5140000,19,63,-1
32816,11.75,11.8,11.65,11.7,11.65,19900000,15,19,-1
32916,11.75,11.75,11.65,11.7,11.7,2950000,49,-6,1
33016,11.7,11.8,11.7,11.7,11.7,5000000,30,37,-1
33116,11.7,11.8,11.65,11.7,11.7,16300000,41,34,1
40116,11.7,11.9,11.7,11.8,11.7,27400000,17,6,1
40216,11.7,11.85,11.7,11.75,11.8,11800000,14,38,-1
40316,11.75,11.9,11.75,11.8,11.75,7070000,21,7,1
40416,11.75,11.9,11.75,11.8,11.8,5710000,41,40,1
40516,11.8,12.1,11.75,11.9,11.8,3240000,24,42,-1
40616,12,12.6,12,12.35,11.9,12700000,11,41,-1
40716,12.25,12.35,12,12.05,12.35,2590000,41,34,1
40816,12.05,12.3,12,12.1,12.05,6350000,31,30,1
40916,12.15,12.3,12.1,12.2,12.1,11600000,15,26,-1
41016,12.2,12.5,12.2,12.3,12.2,3060000,50,12,1
41116,12.35,12.6,12.3,12.5,12.3,27500000,38,33,1
41216,12.45,12.65,12.4,12.6,12.5,28800000,40,16,1
41316,12.6,12.7,12.1,12.35,12.6,8570000,17,43,-1
41416,12.3,12.6,12.15,12.35,12.35,3440000,32,41,-1
41516,12.5,12.6,12.3,12.45,12.35,15800000,11,43,-1
41616,12.3,12.4,12.1,12.35,12.45,3500000,19,26,-1
41716,12.3,12.35,12.25,12.3,12.35,15300000,45,-2,1
41816,12.35,12.4,12.3,12.35,12.3,12700000,37,56,-1
41916,12.35,12.5,12.35,12.35,12.35,2480000,21,9,1
42016,12.4,12.5,12.35,12.4,12.35,3470000,15,28,-1
42116,12.5,12.6,12.4,12.5,12.4,15700000,47,27,1
42216,12.4,12.5,12.35,12.4,12.5,2400000,31,5,1
42316,12.45,12.6,12.35,12.45,12.4,18900000,44,17,1
42416,12.4,12.45,12.3,12.35,12.45,13600000,10,19,-1
42516,12.3,12.5,12.3,12.45,12.35,4050000,26,29,-1
42616,12.4,13,12.4,12.75,12.45,7220000,18,39,-1
42716,13,13,12.6,12.75,12.75,123000000,26,23,1
42816,12.75,13,12.7,12.85,12.75,22400000,17,9,1
42916,12.9,13.3,12.8,13.1,12.85,12500000,35,21,1
43016,13.15,13.4,13.1,13.2,13.1,11200000,28,20,1
50116,13.1,13.3,13.1,13.2,13.2,3060000,20,36,-1
50216,13.2,13.3,13.1,13.2,13.2,11600000,16,2,1
50316,13.1,13.1,12.9,13,13.2,14400000,31,21,1
50416,13,13.3,13,13.2,13,8280000,12,8,1
50516,13.15,13.2,13,13.05,13.2,28500000,24,70,-1
50616,13.05,13.1,13,13.05,13.05,4090000,29,24,1
50716,13.05,13.2,13,13.05,13.05,3300000,21,50,-1
50816,13.1,13.2,13.1,13.1,13.05,69200000,34,12,1
50916,13.1,13.2,13.05,13.1,13.1,6020000,31,42,-1
51016,13.05,13.1,12.85,13,13.1,13700000,17,7,1
51116,13,13,12.7,12.8,13,28600000,41,5,1
51216,12.8,13,12.75,12.9,12.8,17300000,26,60,-1
51316,12.85,13,12.75,12.8,12.9,27700000,41,18,1
51416,12.9,13.05,12.75,12.85,12.8,36300000,20,33,-1
51516,12.8,13,12.8,12.9,12.85,4140000,39,8,1
51616,13,13.1,12.75,12.85,12.9,11900000,29,36,-1
51716,12.9,12.9,12.1,12.6,12.85,12900000,31,-9,1
51816,12.65,12.7,12.5,12.6,12.6,21400000,24,15,1
51916,12.7,13.2,12.65,12.85,12.6,57800000,42,15,1
52016,13,13.1,12.9,13,12.85,3510000,44,66,-1
52116,13,13.1,12.95,13.05,13,12000000,30,17,1
52216,13,13.2,13,13.05,13.05,55200000,28,18,1
52316,13.05,13.1,12.85,13,13.05,6090000,11,37,-1
52416,12.85,13.05,12.75,12.95,13,2740000,22,25,-1
52516,13,13.05,13,13,12.95,2210000,41,34,1
52616,13,13.05,12.95,13,13,17500000,48,52,-1
52716,12.95,13,12.9,12.95,13,23700000,34,1,1
52816,12.95,13.05,12.9,13,12.95,29600000,23,60,-1
52916,13,13.1,12.9,12.95,13,16300000,35,63,-1
53016,12.95,12.95,12.7,12.8,12.95,44000000,38,21,1
53116,12.8,12.9,12.8,12.8,12.8,19800000,21,33,-1
60116,12.95,12.95,12.8,12.8,12.8,31200000,37,-4,1
60216,12.8,12.95,12.8,12.8,12.8,1600000,14,25,-1
60316,12.8,12.95,12.8,12.85,12.8,16100000,33,67,-1
60416,12.8,12.9,12.8,12.85,12.85,19400000,48,50,-1
60516,12.8,13.05,12.8,12.9,12.85,11000000,46,59,-1
60616,12.9,13,12.85,12.95,12.9,15600000,29,42,-1
60716,12.95,13,12.85,12.9,12.95,4040000,27,-1,1
60816,12.9,12.95,12.8,12.85,12.9,1410000,20,22,-1
60916,12.8,12.9,12.8,12.85,12.85,14500000,10,54,-1
61016,12.85,12.9,12.7,12.8,12.85,44400000,18,44,-1
61116,12.8,12.85,12.55,12.8,12.8,8810000,19,2,1
61216,12.8,12.9,12.75,12.8,12.8,16200000,23,21,1
61316,12.8,12.85,12.75,12.8,12.8,8830000,28,53,-1
61416,12.8,12.8,12.5,12.65,12.8,19700000,27,28,-1
61516,12.6,12.7,12,12.55,12.65,17500000,15,6,1
61616,12.2,12.5,12.2,12.4,12.55,24100000,38,35,1
61716,12.35,12.55,12.35,12.45,12.4,22800000,15,34,-1
61816,12.5,12.6,12.45,12.45,12.45,6480000,28,14,1
61916,12.5,13,12.5,12.65,12.45,17900000,24,7,1
62016,12.7,13.05,12.55,12.95,12.65,17900000,43,5,1
62116,12.65,12.8,12.55,12.75,12.95,1590000,12,56,-1
62216,12.7,12.8,12.65,12.7,12.75,1790000,30,26,1
62316,12.75,12.9,12.7,12.75,12.7,24300000,19,66,-1
62416,12.75,12.95,12.7,12.75,12.75,67800000,33,28,1
62516,12.75,12.85,12.65,12.7,12.75,6320000,12,11,1
62616,12.75,12.75,12.5,12.55,12.7,10800000,43,45,-1
62716,12.6,12.6,12.2,12.4,12.55,2340000,24,48,-1
62816,12.45,12.5,12.3,12.35,12.4,11800000,29,-10,1
62916,12.4,12.45,12.3,12.3,12.35,8040000,36,11,1
63016,12.3,12.35,12.1,12.15,12.3,12200000,13,-7,1
70116,12.2,12.2,12,12.05,12.15,24800000,41,-1,1
70216,12.05,12.25,12.05,12.1,12.05,15400000,27,3,1
70316,12.1,12.15,11.85,12,12.1,26100000,27,11,1
70416,11.9,12.05,11.75,11.95,12,19800000,28,41,-1
70516,12,12.1,12,12.05,11.95,9100000,48,14,1
70616,12,12.1,12,12,12.05,4180000,15,18,-1
70716,12,12.35,12,12.2,12,24400000,28,32,-1
70816,12.3,12.3,11.9,12,12.2,4540000,16,48,-1
70916,12,12.1,11.95,12.05,12,10400000,50,18,1
71016,12.05,12.4,12.05,12.2,12.05,5110000,45,50,-1
71116,12.25,12.6,12.25,12.45,12.2,6180000,12,55,-1
71216,12.6,12.7,12.45,12.5,12.45,4690000,30,46,-1
71316,12.5,13,12.5,12.6,12.5,22600000,27,5,1
71416,12.6,13,12.6,12.95,12.6,11400000,44,18,1
71516,12.9,12.95,12.5,12.9,12.95,16400000,36,-13,1
71616,12.7,12.9,12.55,12.8,12.9,5820000,14,26,-1
71716,12.6,12.85,12.6,12.75,12.8,3690000,24,0,1
71816,12.6,12.95,12.6,12.8,12.75,4410000,48,16,1
71916,12.8,12.85,12.65,12.75,12.8,2960000,27,31,-1
72016,12.75,12.9,12.65,12.8,12.75,7310000,17,21,-1
72116,12.8,12.8,12.65,12.7,12.8,1020000,25,56,-1
72216,12.7,12.85,12.7,12.75,12.7,26800000,49,41,1
72316,12.7,12.8,12.65,12.75,12.75,9190000,31,6,1
72416,12.75,12.9,12.75,12.8,12.75,7310000,19,28,-1
72516,12.75,12.85,12.75,12.75,12.8,20900000,24,41,-1
72616,12.75,12.8,12.7,12.75,12.75,30100000,22,-4,1
72716,12.75,12.8,12.7,12.75,12.75,2580000,50,6,1
72816,12.75,12.8,12.75,12.75,12.75,1720000,46,54,-1
72916,12.75,12.85,12.7,12.75,12.75,30900000,15,5,1
73016,12.75,12.85,12.7,12.75,12.75,1980000,16,4,1
73116,12.75,13.05,12.75,12.95,12.75,13500000,19,36,-1
80116,13.1,13.3,12.95,13.15,12.95,2740000,31,19,1
80216,13.05,13.4,13,13.2,13.15,8680000,36,18,1
80316,13.2,13.5,13.2,13.4,13.2,12300000,30,-9,1
80416,13.4,13.4,13.1,13.2,13.4,6150000,34,48,-1
80516,13.15,13.35,13.1,13.2,13.2,1140000,30,-2,1
80616,13.2,13.35,13.2,13.25,13.2,3960000,15,38,-1
80716,13.3,13.3,13.2,13.25,13.25,10100000,49,18,1
80816,13.25,13.25,13,13.15,13.25,13200000,33,3,1
80916,13.05,13.15,12.85,12.95,13.15,10900000,46,43,1
81016,12.5,13,12.5,12.9,12.95,12200000,49,-6,1
81116,12.9,13,12.85,12.9,12.9,16000000,35,32,1
81216,12.95,12.95,12.8,12.85,12.9,15400000,33,29,1
81316,12.8,12.8,12.15,12.5,12.85,30400000,39,29,1
81416,12.5,12.7,12.5,12.6,12.5,6210000,48,43,1
81516,12.6,12.7,12.5,12.6,12.6,30900000,22,36,-1
81616,12.55,12.65,12.5,12.6,12.6,28500000,49,27,1
81716,12.6,12.65,12.5,12.55,12.6,9410000,31,52,-1
81816,12.6,12.65,12.5,12.55,12.55,9580000,35,61,-1
81916,12.55,12.65,12.55,12.6,12.55,5590000,34,16,1
82016,12.65,12.75,12.6,12.7,12.6,12500000,44,42,1
82116,12.7,13.05,12.65,12.85,12.7,7490000,23,11,1
82216,12.8,13,12.75,12.9,12.85,11700000,46,18,1
82316,12.95,13,12.8,12.95,12.9,4430000,50,72,-1
82416,12.95,12.95,12.75,12.75,12.95,5930000,18,58,-1
82516,12.75,12.85,12,12.7,12.75,4370000,43,4,1
82616,12.9,12.9,12.6,12.65,12.7,834000000,42,24,1
82716,12.7,12.9,12.6,12.75,12.65,3250000,41,3,1
82816,12.8,13,12.7,12.85,12.75,2550000,43,14,1
82916,12.9,12.95,12.75,12.85,12.85,6910000,32,54,-1
83016,12.8,12.85,12.75,12.8,12.85,6560000,15,22,-1
83116,12.75,12.8,12.7,12.75,12.8,12000000,16,18,-1
90116,12.75,12.75,12.65,12.65,12.75,6840000,29,61,-1
90216,12.8,12.8,12.5,12.55,12.65,1780000,41,77,-1
90316,12.55,12.6,12.5,12.5,12.55,5600000,24,4,1
90416,12.5,12.5,12,12.15,12.5,3330000,19,43,-1
90516,12,12.5,11.85,12.15,12.15,13700000,34,4,1
90616,12.4,12.55,12.3,12.45,12.15,5350000,39,10,1
90716,12.5,12.6,12.5,12.55,12.45,10600000,42,8,1
90816,12.45,12.5,12.05,12.25,12.55,2790000,42,35,1
90916,12.3,12.5,12.15,12.2,12.25,4550000,14,10,1
91016,12.05,12.2,12.05,12.1,12.2,11800000,21,4,1
91116,12.1,12.3,12.1,12.15,12.1,8940000,36,24,1
91216,12.2,12.25,12.1,12.15,12.15,6570000,18,35,-1
91316,12.1,12.3,12.1,12.15,12.15,6240000,16,28,-1
91416,12.15,12.3,12.15,12.2,12.15,7190000,44,33,1
91516,12.2,12.25,12.15,12.2,12.2,4150000,25,6,1
91616,12.25,13,12.2,12.7,12.2,14600000,43,26,1
91716,12.2,13,12.2,12.8,12.7,25700000,29,48,-1
91816,12.7,13.1,12.7,12.95,12.8,17500000,31,17,1
91916,12.9,13.05,12.45,12.95,12.95,9210000,30,49,-1
92016,12.8,13.05,12.75,13,12.95,3310000,41,16,1
92116,13,13.55,12.8,13.35,13,24900000,46,40,1
92216,13.5,13.75,13,13.55,13.35,6790000,32,5,1
92316,13.5,13.85,13.3,13.7,13.55,6000000,38,68,-1
92416,13.6,13.85,13.5,13.75,13.7,1220000,27,19,1
92516,13.75,13.85,13.6,13.75,13.75,4210000,17,17,0
92616,13.8,13.85,13.55,13.7,13.75,14800000,26,-12,1
92716,13.55,13.7,13.55,13.65,13.7,110000000,30,16,1
92816,13.6,13.65,13.5,13.6,13.65,12500000,46,76,-1
92916,13.5,13.65,13,13.45,13.6,1390000,44,8,1
93016,13.45,13.65,13.2,13.55,13.45,17600000,28,73,-1
100116,13.6,13.95,13.3,13.8,13.55,12000000,28,-1,1
100216,13.75,14,13.6,13.9,13.8,7150000,20,63,-1
100316,13.95,13.95,13.7,13.8,13.9,12000000,36,0,1
100416,14,14,13.8,13.9,13.8,6080000,32,18,1
100516,13.8,14,13.8,13.95,13.9,8610000,47,17,1
100616,13.95,14.65,13.95,14.2,13.95,20700000,17,5,1
100716,14.35,14.7,14.1,14.55,14.2,4820000,36,0,1
100816,14.6,14.95,14.6,14.8,14.55,5340000,15,-6,1
100916,14.75,15.15,14.7,15,14.8,36700000,50,56,-1
101016,15.1,15.15,14.9,15,15,22200000,16,53,-1
101116,15,15,14.3,14.65,15,9360000,18,-9,1
101216,14.5,14.65,14,14.05,14.65,18900000,46,15,1
101316,14.05,14.5,13.75,13.95,14.05,13500000,45,40,1
101416,13.95,14.05,13.8,13.9,13.95,45800000,19,60,-1
101516,13.9,13.95,13.3,13.4,13.9,32700000,30,28,1
101616,13.85,13.85,13.25,13.35,13.4,6320000,11,-6,1
101716,13.4,13.7,13.3,13.5,13.35,24400000,23,47,-1
101816,13.4,13.6,13.35,13.45,13.5,10400000,33,2,1
101916,13.45,14.05,13.45,13.9,13.45,6460000,48,-6,1
102016,13.8,14.1,13.8,14,13.9,4560000,26,32,-1
102116,14,14.2,14,14.05,14,19200000,37,-3,1
102216,14.1,14.25,14,14.1,14.05,15500000,47,9,1
102316,14.15,14.15,14,14.05,14.1,7610000,47,28,1
102416,14.1,14.5,14.05,14.15,14.05,8650000,26,48,-1
102516,14.15,14.3,14,14.05,14.15,2560000,31,21,1
102616,14,14.1,13.8,13.9,14.05,11800000,19,9,1
102716,14,14,13.8,13.9,13.9,5020000,19,65,-1
102816,13.85,13.9,13.6,13.75,13.9,3750000,30,12,1
102916,13.7,13.85,13,13.75,13.75,2160000,36,24,1
103016,13.75,14.05,13.75,13.85,13.75,2370000,41,-6,1
103116,14.05,15,14,14.7,13.85,1350000,36,64,-1
110116,14.2,15,14.2,14.85,14.7,10800000,22,12,1
110216,14.8,14.85,14.5,14.6,14.85,9220000,17,48,-1
110316,14.6,14.9,14.5,14.85,14.6,5720000,23,7,1
110416,14.85,14.85,14.35,14.55,14.85,1590000,40,14,1
110516,14.5,14.5,13.9,13.95,14.55,14400000,29,43,-1
110616,14.85,14.85,14.1,14.2,13.95,7500000,24,3,1
110716,14.2,14.5,14.1,14.2,14.2,3670000,30,39,-1
110816,14.3,14.3,14.1,14.15,14.2,14100000,27,-10,1
110916,14.2,14.2,14,14,14.15,7050000,47,45,1
111016,14,14.2,14,14.1,14,5270000,33,42,-1
111116,14.15,14.3,14.1,14.15,14.1,8610000,26,21,1
111216,14.15,14.2,14.1,14.1,14.15,7360000,20,16,1
111316,14.1,14.25,14.1,14.15,14.1,9100000,24,14,1
111416,14.1,14.3,14.1,14.25,14.15,14700000,36,3,1
111516,14.25,14.5,14.2,14.3,14.25,1890000,47,46,1
111616,14.3,14.75,14.3,14.45,14.3,2270000,28,10,1
111716,14.6,14.75,14.45,14.55,14.45,8380000,28,29,-1
111816,14.45,14.7,14.45,14.55,14.55,5470000,41,-5,1
111916,14.5,15,14.5,14.8,14.55,13700000,50,0,1
112016,14.8,14.95,14.5,14.8,14.8,11600000,46,15,1
112116,14.8,14.95,14.6,14.85,14.8,12500000,37,21,1
112216,14.85,14.9,14.5,14.75,14.85,10500000,45,49,-1
112316,14.85,14.95,14.85,14.85,14.75,25000000,30,5,1
112416,14.8,14.95,14.8,14.85,14.85,1320000,25,38,-1
112516,14.85,14.9,14.8,14.85,14.85,3230000,12,24,-1
112616,14.85,15.1,14.85,14.95,14.85,6540000,13,62,-1
112716,15,15.3,15,15.15,14.95,3820000,33,1,1
112816,15.15,15.5,15.15,15.35,15.15,5610000,31,57,-1
112916,15.35,15.7,15.35,15.45,15.35,4370000,50,35,1
113016,15.55,15.95,15.55,15.7,15.45,6850000,30,14,1
120116,15.8,16,15.7,15.9,15.7,33800000,17,2,1
120216,16,16,15.6,15.75,15.9,5680000,26,25,1
120316,15.75,15.9,15.75,15.8,15.75,9110000,13,23,-1
120416,15.85,16,15.25,15.65,15.8,5210000,19,16,1
120516,15.45,15.65,15.3,15.4,15.65,30400000,29,73,-1
120616,15.4,16,15.35,15.45,15.4,22000000,36,43,-1
120716,15.65,15.8,15.55,15.7,15.45,3840000,42,14,1
120816,15.7,15.95,15.6,15.8,15.7,5830000,37,47,-1
120916,15.7,15.8,15.4,15.55,15.8,6600000,50,6,1
121016,15.55,15.85,15.55,15.75,15.55,8940000,49,10,1
121116,15.75,16,15.75,15.85,15.75,3250000,40,23,1
121216,15.95,16,15.8,15.95,15.85,9550000,43,16,1
121316,15.9,16,15.5,15.8,15.95,6920000,25,8,1
121416,15.75,15.8,15.6,15.65,15.8,11900000,50,61,-1
121516,15.7,15.75,15,15.6,15.65,6760000,20,17,1
121616,15.65,15.9,15.65,15.75,15.6,6760000,25,3,1
121716,15.75,15.95,15.75,15.9,15.75,4480000,15,19,-1
121816,15.85,15.95,15.8,15.85,15.9,5860000,50,5,1
121916,15.85,16,15.85,15.9,15.85,4800000,25,-2,1
122016,15.95,16.1,15.95,16,15.9,6650000,43,17,1
122116,16,16.25,16,16.1,16,3170000,23,31,-1
122216,16.1,17,16.1,16.45,16.1,20100000,48,-7,1
122316,16.7,17.5,16.5,16.6,16.45,2840000,24,18,1
122416,16.7,16.95,16.5,16.7,16.6,5050000,29,26,1
122516,16.85,17.4,16.8,17.05,16.7,6060000,16,34,-1
122616,17.2,17.4,16.8,17,17.05,23400000,49,4,1
122716,17,17.05,15.85,16.6,17,10200000,17,-17,1
122816,16.6,16.6,15.75,15.9,16.6,25300000,48,33,1
122916,15.9,16.2,15.85,15.95,15.9,20200000,37,59,-1
123016,16.4,16.5,16.15,16.35,15.95,16600000,44,-2,1
123116,16.35,16.35,15.75,15.9,16.35,30200000,14,-2,1
10117,16.1,16.35,15.9,16,15.9,1190000,30,21,1
10217,16.05,16.35,16,16.1,16,5470000,42,7,1
10317,16.1,16.5,16.05,16.3,16.1,2170000,49,25,1
10417,16.4,17,16.35,16.75,16.3,2940000,46,41,1
10517,17,17.5,16.65,17.2,16.75,13000000,33,8,1
10617,17.3,17.4,17,17.25,17.2,5350000,35,66,-1
10717,17.3,17.4,17.05,17.2,17.25,5580000,31,35,-1
10817,17.2,17.2,17,17.05,17.2,4110000,12,59,-1
10917,17.05,17.4,17.05,17.2,17.05,8080000,36,26,1
11017,17.25,17.4,17.15,17.3,17.2,14000000,15,25,-1
11117,17.3,17.3,17.05,17.1,17.3,2990000,35,16,1
11217,17.05,17.4,17,17.2,17.1,1660000,46,1,1
11317,17.4,17.5,17.2,17.3,17.2,25200000,29,32,-1
11417,17.3,17.5,17.3,17.4,17.3,4950000,42,33,1
11517,17.4,17.5,17.35,17.45,17.4,6840000,35,26,1
11617,17.45,17.65,17.4,17.5,17.45,4540000,20,2,1
11717,17.5,17.9,17.5,17.55,17.5,11900000,35,37,-1
11817,17.55,17.7,16.95,17.15,17.55,19800000,22,28,-1
11917,17.55,17.55,16.95,17.05,17.15,29200000,21,-2,1
12017,17.05,17.15,16.75,16.9,17.05,10900000,10,16,-1
12117,16.9,16.9,16.25,16.65,16.9,17800000,43,44,-1
12217,16.5,16.5,15.85,16.1,16.65,22100000,42,44,-1
12317,16.3,16.45,16.2,16.35,16.1,4220000,30,35,-1
12417,16.2,16.5,16.2,16.35,16.35,9940000,40,16,1
12517,16.4,16.7,16.35,16.5,16.35,7840000,46,21,1
12617,16.5,16.75,16.5,16.6,16.5,10500000,38,26,1
12717,16.6,16.7,16.35,16.45,16.6,10000000,13,11,1
12817,16.45,16.55,16.25,16.3,16.45,8670000,21,0,1
12917,16.3,16.3,16.1,16.2,16.3,11500000,17,27,-1
13017,16.3,16.3,15.95,16,16.2,11000000,19,17,1
13117,15.95,16,15.5,15.65,16,8630000,46,48,-1
20117,15.5,15.6,15,15.2,15.65,64500000,35,27,1
20217,15.2,15.7,15.2,15.55,15.2,12800000,18,41,-1
20317,15.6,16.8,15.6,15.85,15.55,34300000,28,61,-1
20417,15.85,16.9,15.85,16.5,15.85,2440000,29,-11,1
20517,16.5,16.7,16.05,16.4,16.5,17700000,24,29,-1
20617,16.45,16.7,16,16.45,16.4,11500000,30,21,1
20717,16.3,16.65,16.1,16.35,16.45,5050000,11,55,-1
20817,16.35,16.35,15.9,16.1,16.35,11100000,14,3,1
20917,16.3,16.3,16,16.05,16.1,21300000,34,22,1
21017,16.05,16.1,16,16.05,16.05,7370000,12,6,1
21117,16,16.05,16,16.05,16.05,14300000,28,61,-1
21217,16.05,16.25,16.05,16.05,16.05,3420000,30,24,1
21317,16.05,16.15,16.05,16.1,16.05,6980000,14,51,-1
21417,16.1,16.25,16,16.1,16.1,11000000,50,68,-1
21517,16.2,16.2,16,16.05,16.1,1960000,11,13,-1
21617,16.05,16.1,16,16.05,16.05,24400000,41,13,1
21717,16.05,16.1,16.05,16.05,16.05,11600000,14,72,-1
21817,16.1,16.7,15.9,16.35,16.05,10900000,18,70,-1
21917,16,16.1,15.9,16,16.35,11200000,34,62,-1
22017,16.05,16.2,16.05,16.05,16,4050000,26,33,-1
22117,16.05,16.2,16,16.1,16.05,21400000,27,24,1
22217,16.1,16.2,16.05,16.1,16.1,3700000,23,16,1
22317,16.1,16.4,16.1,16.3,16.1,6020000,46,40,1
22417,16.35,16.6,16.3,16.45,16.3,8440000,22,11,1
22517,16.6,16.6,16.45,16.5,16.45,6560000,39,37,1
22617,16.5,16.55,16.3,16.45,16.5,2690000,19,67,-1
22717,16.5,16.5,16.3,16.35,16.45,295000000,13,31,-1
22817,16.35,16.5,16.2,16.35,16.35,2590000,32,34,-1
30117,16.35,16.9,16.2,16.35,16.35,2090000,49,43,1
30217,16.45,16.6,15.9,16.15,16.35,49600000,47,2,1
30317,16,16.2,15.8,16,16.15,48100000,21,66,-1
30417,15.95,16.1,15.9,16,16,10300000,33,36,-1
30517,16,16.1,15.85,15.85,16,9200000,28,12,1
30617,15.9,16,15.1,15.75,15.85,16800000,29,-9,1
30717,15.7,16.5,15.1,15.7,15.75,22800000,35,-1,1
30817,15.75,15.75,15.2,15.25,15.7,10400000,29,7,1
30917,15.25,15.3,15.15,15.15,15.25,9700000,44,-2,1
31017,15.2,15.45,15.1,15.3,15.15,17700000,36,44,-1
31117,15.25,16,15.25,15.5,15.3,29200000,38,38,0
31217,15.75,15.75,15.3,15.55,15.5,4170000,17,-5,1
31317,15.5,16,15.25,15.45,15.55,8500000,18,15,1
31417,15.5,15.5,15.15,15.3,15.45,17500000,22,71,-1
31517,15.3,15.5,15.15,15.45,15.3,6620000,16,10,1
31617,15.4,15.5,15.3,15.45,15.45,6490000,44,70,-1
31717,15.3,15.4,15.1,15.2,15.45,16500000,42,3,1
31817,15.25,15.25,14.9,14.95,15.2,796000000,30,17,1
31917,15,15,14.05,14.4,14.95,15600000,40,8,1
32017,14.4,14.5,14.1,14.15,14.4,13900000,37,19,1
32117,14.15,14.2,14,14,14.15,85700000,48,-6,1
32217,14.05,14.15,13.6,13.95,14,27500000,47,-16,1
32317,13.85,14.25,13.7,13.9,13.95,30500000,13,27,-1
32417,13.95,14.95,13.95,14.55,13.9,1640000,36,31,1
32517,14.7,15.5,14.7,15.35,14.55,10100000,37,23,1
32617,15.45,15.85,15.4,15.5,15.35,13100000,16,15,1
32717,15.5,15.75,15.5,15.6,15.5,5490000,23,45,-1
32817,15.6,15.6,15.3,15.45,15.6,8370000,44,26,1
32917,15.5,15.5,15,15,15.45,9340000,40,68,-1
33017,15.1,15.1,14.65,14.9,15,2040000,45,-1,1
33117,14.85,15,14.7,14.85,14.9,2790000,39,23,1
40117,15,15.2,14.9,15,14.85,6870000,40,3,1
40217,15.15,15.4,15.05,15.1,15,2300000,45,27,1
40317,15.05,15.1,14.9,15,15.1,7970000,46,13,1
40417,14.95,15,13.95,14.35,15,6960000,37,5,1
40517,14.35,14.35,13.9,13.95,14.35,7870000,42,40,1
40617,13.95,13.95,12.8,13.45,13.95,5550000,21,23,-1
40717,13,14.5,12.6,13.5,13.45,12500000,13,29,-1
40817,13.9,14.5,13.9,14.15,13.5,29100000,14,24,-1
40917,14.1,15,14,14.4,14.15,2230000,25,61,-1
41017,14.6,14.8,14.5,14.6,14.4,2910000,27,67,-1
41117,14.6,15.1,14.3,14.6,14.6,4430000,41,60,-1
41217,15,15.6,14.85,15.2,14.6,4530000,22,36,-1
41317,13.7,15.1,13.7,14.85,15.2,10700000,42,4,1
41417,14.8,14.85,14.5,14.6,14.85,13300000,20,1,1
41517,14.6,14.75,14.5,14.6,14.6,1120000,50,5,1
41617,14.6,14.7,14,14.4,14.6,52500000,24,27,-1
41717,14.6,14.6,14.05,14.4,14.4,2290000,49,71,-1
41817,14.4,14.65,14.4,14.55,14.4,3530000,45,54,-1
41917,14.6,14.9,14.55,14.7,14.55,3160000,49,48,1
42017,14.65,15.4,14.65,15.15,14.7,11200000,12,59,-1
42117,15.2,15.2,14.8,14.95,15.15,6040000,10,26,-1
42217,15,15.1,14.7,15,14.95,6120000,48,20,1
42317,14.7,14.95,14.55,14.75,15,6630000,30,32,-1
42417,14.65,15.2,14.5,14.9,14.75,4900000,39,11,1
42517,14.9,15.2,14.6,15,14.9,9090000,38,36,1
42617,15,15.2,15,15.1,15,9030000,30,16,1
42717,15.1,15.2,15,15.15,15.1,3430000,47,28,1
42817,15.1,15.3,15.05,15.15,15.15,7070000,28,16,1
42917,15.2,15.25,15.1,15.2,15.15,15000000,23,19,1
43017,15.25,15.25,14.8,15.15,15.2,13600000,39,69,-1
50117,15,15.25,15,15.2,15.15,16300000,35,53,-1
50217,15.1,15.15,14.65,14.95,15.2,6460000,43,7,1
50317,14.9,14.95,14.2,14.45,14.95,13900000,32,44,-1
50417,14.45,14.75,14.3,14.65,14.45,4230000,38,7,1
50517,14.65,14.75,14.55,14.65,14.65,719000000,13,66,-1
50617,14.65,14.75,14.6,14.65,14.65,16000000,10,31,-1
50717,14.65,14.8,14.55,14.7,14.65,3110000,12,-12,1
50817,14.7,15,14.7,14.8,14.7,4560000,45,3,1
50917,14.7,15.05,14.6,14.95,14.8,6520000,10,29,-1
51017,14.8,15.15,14.7,15,14.95,3950000,49,75,-1
51117,14.85,15,14.2,14.7,15,5940000,28,-10,1
51217,15,15,14.2,14.4,14.7,6010000,26,24,1
51317,14.2,14.75,14.2,14.55,14.4,7000000,33,-12,1
51417,14.5,15.05,14.5,14.75,14.55,2030000,31,4,1
51517,15,15.1,14.6,15,14.75,8540000,30,28,1
51617,15.05,15.1,14.75,14.95,15,2050000,18,21,-1
51717,15,15.05,14.9,14.95,14.95,3190000,16,17,-1
51817,14.95,14.95,14.5,14.5,14.95,4250000,30,48,-1
51917,14.55,14.65,14.5,14.5,14.5,5260000,16,9,1
52017,14.5,14.8,14.5,14.55,14.5,9800000,32,26,1
52117,14.5,14.6,14.25,14.4,14.55,5930000,22,43,-1
52217,14.2,14.5,14.2,14.35,14.4,8010000,20,3,1
52317,14.4,14.5,14.25,14.35,14.35,644000000,32,13,1
52417,14.35,14.5,14,14.45,14.35,30900000,23,12,1
